ServiceID,CustomerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
19312,7354-OIJLX,Yes,Yes,Fiber optic,No,No,No,No,No,No
19313,7356-AYNJP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19314,7356-IWLFW,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
19315,7359-PTSXY,Yes,No,DSL,No,No,No,No,No,No
19316,7359-SSBJK,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
19317,7359-WWYJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
19318,7361-YPXFS,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No
19319,7363-QTBIW,Yes,No,Fiber optic,No,No,No,No,No,Yes
19320,7365-BVCJH,No,No phone service,DSL,No,No,No,No,No,No
19321,7369-TRPFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19322,7375-WMVMT,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
19323,7377-DMMRI,Yes,No,DSL,Yes,No,No,No,No,No
19324,7379-FNIUJ,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
19325,7379-POKDZ,Yes,No,Fiber optic,No,No,No,No,No,No
19326,7382-DFJTU,Yes,No,DSL,No,No,Yes,Yes,No,No
19327,7384-GHBPI,No,No phone service,DSL,No,No,No,No,No,Yes
19328,7389-KBFIT,No,No phone service,DSL,No,Yes,No,No,No,No
19329,7392-YYPYJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
19330,7394-FKDNK,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
19331,7394-LWLYN,Yes,No,Fiber optic,No,No,No,No,No,No
19332,7395-IGJOS,Yes,No,Fiber optic,No,No,No,No,No,Yes
19333,7395-XWZOY,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
19334,7396-VJUZB,Yes,No,DSL,No,No,No,No,No,No
19335,7398-HPYZQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19336,7398-LXGYX,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
19337,7398-SKNQZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
19338,7399-QHBJS,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
19339,7401-JIXNM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19340,7401-RUBNK,Yes,No,Fiber optic,Yes,No,No,No,No,No
19341,7402-EYFXX,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
19342,7402-PWYJJ,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
19343,7404-JLKQG,Yes,No,DSL,No,No,Yes,No,Yes,No
19344,7407-SUJIZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19345,7408-OFWXJ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19346,7409-JURKQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
19347,7409-KIUTL,Yes,No,Fiber optic,No,No,No,No,No,No
19348,7410-KTVFV,Yes,No,DSL,No,No,Yes,No,No,No
19349,7410-OIEDU,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
19350,7410-YTJIK,Yes,Yes,Fiber optic,No,No,No,No,No,No
19351,7416-CKTEP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19352,7421-ZLUPA,No,No phone service,DSL,No,Yes,No,No,No,No
19353,7422-WNBTY,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
19354,7426-GSWPO,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
19355,7426-RHZGU,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
19356,7426-WEIJX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
19357,7427-AUFPY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19358,7432-FFVAR,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
19359,7434-SHXLS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19360,7435-ZNUYY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19361,7439-DKZTW,Yes,No,Fiber optic,No,No,No,No,Yes,No
19362,7442-YGZFK,Yes,Yes,DSL,No,No,No,No,No,No
19363,7445-WMRBW,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
19364,7446-KQISO,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
19365,7446-SFAOA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19366,7446-YPODE,Yes,Yes,DSL,Yes,Yes,No,No,No,No
19367,7449-HVPIV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
19368,7450-NWRTR,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
19369,7452-FOLON,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19370,7459-IMVYU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
19371,7459-RRWQZ,Yes,Yes,DSL,Yes,No,No,No,No,Yes
19372,7460-ITWWP,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
19373,7463-IFMQU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19374,7465-ZZRVX,Yes,No,Fiber optic,No,No,No,No,No,No
19375,7469-LKBCI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19376,7470-DYNOE,Yes,No,DSL,No,No,Yes,No,No,Yes
19377,7470-MCQTK,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
19378,7471-MQPOS,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
19379,7471-WNSUF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19380,7472-EQOAV,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
19381,7473-ZBDSN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19382,7479-NITWS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
19383,7480-QNVZJ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
19384,7480-SPLEF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19385,7481-ATQQS,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
19386,7483-IQWIB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
19387,7486-KSRVI,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
19388,7488-MXJIV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
19389,7492-TAFJD,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
19390,7493-GVFIO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19391,7493-TPUWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
19392,7495-OOKFY,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
19393,7501-IWUNG,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
19394,7501-VTYLJ,Yes,No,DSL,No,Yes,No,No,No,No
19395,7502-BNYGS,Yes,No,DSL,No,Yes,No,No,Yes,Yes
19396,7503-EPSZW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19397,7503-MIOGA,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19398,7503-QQRVF,Yes,No,Fiber optic,No,Yes,No,No,No,No
19399,7503-ZGUZJ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
19400,7504-UWHNB,Yes,No,Fiber optic,No,No,No,No,No,No
19401,7508-DQAKK,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19402,7508-KBIMB,Yes,No,DSL,Yes,No,Yes,No,No,No
19403,7508-MYBOG,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
19404,7508-SMHXL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
19405,7511-YMXVQ,No,No phone service,DSL,No,No,No,No,Yes,Yes
19406,7515-LODFU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19407,7516-GMHUV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
19408,7517-LDMPS,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
19409,7517-SAWMO,Yes,No,Fiber optic,Yes,No,No,No,No,No
19410,7519-JTWQH,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
19411,7520-HQWJU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
19412,7521-AFHAB,Yes,No,DSL,No,No,No,No,No,No
19413,7521-YXVZY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19414,7524-VRLPL,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
19415,7526-BEZQB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
19416,7526-IVLYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19417,7527-QNRUS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19418,7529-ZDFXI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
19419,7530-HDYDS,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
19420,7531-GQHME,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19421,7534-BFESC,Yes,Yes,Fiber optic,No,No,No,No,No,No
19422,7537-CBQUZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
19423,7537-RBWEA,No,No phone service,DSL,No,No,No,No,No,No
19424,7538-GWHML,Yes,No,Fiber optic,No,No,No,No,No,No
19425,7541-YLXCL,Yes,No,DSL,No,Yes,No,Yes,No,Yes
19426,7542-CYDDM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19427,7544-ZVIKX,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
19428,7547-EKNFS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
19429,7548-SEPYI,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
19430,7549-MYGPK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
19431,7550-WIQVA,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
19432,7551-DACSP,Yes,No,DSL,No,Yes,Yes,No,No,No
19433,7551-JOHTI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19434,7552-KEYGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19435,7554-AKDQF,Yes,No,DSL,No,No,No,No,No,No
19436,7554-NEWDD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19437,7558-IMLMT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19438,7560-QJAVJ,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
19439,7560-QRBXH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19440,7562-GSUHK,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
19441,7562-UXTPG,Yes,No,Fiber optic,No,No,No,No,No,No
19442,7563-BIUPC,Yes,No,Fiber optic,No,No,No,No,Yes,No
19443,7564-GHCVB,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
19444,7566-DSRLQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
19445,7567-ECMCM,Yes,No,Fiber optic,No,No,No,No,No,Yes
19446,7568-PODML,No,No phone service,DSL,No,No,No,No,Yes,Yes
19447,7569-NMZYQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
19448,7570-WELNY,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
19449,7571-YXDAD,Yes,Yes,Fiber optic,No,No,No,No,No,No
19450,7572-KPVKK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
19451,7576-ASEJU,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
19452,7576-JMYWV,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
19453,7576-OYWBN,Yes,Yes,Fiber optic,No,No,No,No,No,No
19454,7577-SWIFR,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
19455,7579-KKLOE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19456,7579-OOPEC,Yes,No,DSL,No,Yes,No,No,No,No
19457,7580-UGXNC,Yes,No,DSL,Yes,Yes,No,No,No,No
19458,7581-EBBOU,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
19459,7586-ZATGZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
19460,7587-AOVVU,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
19461,7587-RZNME,Yes,No,DSL,No,No,No,No,No,No
19462,7590-VHVEG,No,No phone service,DSL,No,Yes,No,No,No,No
19463,7593-JNWRU,Yes,No,DSL,No,No,No,No,No,No
19464,7593-XFKDI,Yes,No,DSL,No,No,No,No,No,No
19465,7594-LZNWR,Yes,No,Fiber optic,No,No,No,No,No,No
19466,7594-RQHXR,Yes,No,Fiber optic,No,No,No,No,No,Yes
19467,7595-EHCDL,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
19468,7595-EUIVN,Yes,No,Fiber optic,No,Yes,No,No,No,No
19469,7596-IIWYC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19470,7596-LDUXP,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
19471,7596-ZYWBB,Yes,No,DSL,Yes,Yes,No,Yes,No,No
19472,7598-UAASY,Yes,No,Fiber optic,No,No,Yes,No,No,No
19473,7599-FKVXZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
19474,7599-NTMDP,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
19475,7601-DHFWZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19476,7601-GNDYK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19477,7601-WFVZV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19478,7602-DBTOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19479,7602-MVRMB,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
19480,7603-USHJS,Yes,Yes,Fiber optic,No,No,No,No,No,No
19481,7605-BDWDC,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
19482,7605-SNLQG,Yes,No,DSL,No,No,Yes,No,No,No
19483,7606-BPHHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19484,7607-QKKTJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
19485,7608-RGIRO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19486,7609-NRNCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19487,7609-YBPXG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
19488,7610-TVOPG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19489,7611-YKYTC,Yes,No,Fiber optic,Yes,No,No,No,No,No
19490,7613-LLQFO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
19491,7614-QVWQL,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
19492,7615-ESMYF,No,No phone service,DSL,No,No,No,No,Yes,Yes
19493,7617-EYGLW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19494,7619-ODSGN,Yes,Yes,DSL,Yes,No,No,No,No,No
19495,7619-PLRLP,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
19496,7621-VPNET,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
19497,7622-FWGEW,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19498,7622-NXQZR,No,No phone service,DSL,No,No,No,Yes,No,No
19499,7623-HKYRK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19500,7623-TRNQN,Yes,No,DSL,No,No,No,Yes,No,No
19501,7625-XCQRH,Yes,Yes,Fiber optic,No,No,No,No,No,No
19502,7627-JKIAZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
19503,7629-WFGLW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
19504,7629-WIXZF,Yes,No,DSL,Yes,No,No,No,No,Yes
19505,7632-MNYOY,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
19506,7632-YUTXB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19507,7633-MVPUY,Yes,No,DSL,Yes,Yes,No,Yes,No,No
19508,7634-HLQJR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19509,7634-WSWDB,No,No phone service,DSL,Yes,No,No,No,No,Yes
19510,7636-OWBPG,No,No phone service,DSL,No,Yes,No,No,No,No
19511,7636-PEPNS,Yes,No,DSL,No,No,No,No,No,No
19512,7636-XUHWW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19513,7638-QVMVY,Yes,No,Fiber optic,No,No,No,No,Yes,No
19514,7639-LIAYI,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
19515,7639-OPLNG,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
19516,7639-SUPCW,Yes,No,DSL,Yes,No,No,No,No,No
19517,7641-EUYET,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
19518,7641-TQFHN,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
19519,7643-RCHXS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19520,7644-OMVMY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19521,7647-GYYKX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19522,7649-PHJVR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19523,7649-SIJJF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
19524,7654-YWJUF,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
19525,7657-DYEPJ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
19526,7658-UYUQS,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
19527,7660-HDPJV,Yes,No,Fiber optic,No,No,No,No,No,No
19528,7661-CPURM,Yes,No,Fiber optic,No,No,No,Yes,No,Yes
19529,7663-CUXZB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
19530,7663-RGWBC,Yes,No,DSL,No,No,No,No,No,No
19531,7663-YJHSN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
19532,7663-ZTEGJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
19533,7665-NKLAV,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
19534,7665-TOALD,Yes,No,Fiber optic,No,No,No,No,No,No
19535,7665-VIGUD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19536,7666-WKRON,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
19537,7668-XCFYV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
19538,7669-LCRSD,Yes,No,DSL,No,No,No,No,Yes,No
19539,7670-ZBPOQ,Yes,Yes,DSL,Yes,No,No,Yes,No,No
19540,7672-VFMXZ,Yes,No,DSL,Yes,No,No,Yes,No,No
19541,7673-BQGKU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19542,7673-LPRNY,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
19543,7674-YTAFD,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
19544,7675-OZCZG,Yes,No,DSL,No,No,No,No,No,No
19545,7677-SJJJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19546,7682-AZNDK,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
19547,7683-CBDKJ,Yes,No,DSL,Yes,Yes,No,No,Yes,No
19548,7684-XSZIY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19549,7688-AWMDX,Yes,No,DSL,Yes,No,No,Yes,No,No
19550,7690-KPNCU,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
19551,7691-KGKGP,Yes,No,DSL,No,Yes,No,Yes,Yes,No
19552,7691-XVTZH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
19553,7693-LCKZL,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
19554,7693-QPEFS,Yes,Yes,Fiber optic,No,No,No,No,No,No
19555,7694-VLBWQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
19556,7695-PKLCZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19557,7696-AMHOD,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
19558,7696-CFTAT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19559,7698-YFGEZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19560,7703-ZEKEF,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
19561,7706-DZNKK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19562,7706-YLMQA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19563,7707-PYBBH,Yes,No,DSL,Yes,Yes,No,Yes,No,No
19564,7710-JSYOA,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
19565,7711-GQBZC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19566,7711-YIJWC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19567,7714-YXSMB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
19568,7716-YTYHG,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
19569,7717-BICXI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19570,7718-RXDGG,Yes,No,Fiber optic,No,No,No,No,No,No
19571,7718-UPSKJ,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
19572,7721-DVEKZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19573,7721-JXEAW,No,No phone service,DSL,No,Yes,No,No,No,Yes
19574,7722-CVFXN,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
19575,7722-VJRQD,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
19576,7727-SHVZV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19577,7729-JTEEC,Yes,No,DSL,No,No,No,No,No,No
19578,7729-XBTWX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19579,7730-CLDSV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
19580,7730-IUTDZ,Yes,No,Fiber optic,Yes,No,No,No,No,No
19581,7733-UDMTP,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
19582,7734-DBOAI,No,No phone service,DSL,No,No,No,Yes,Yes,No
19583,7739-LAXOG,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
19584,7740-BTPUX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
19585,7740-KKCXF,No,No phone service,DSL,No,Yes,No,No,No,No
19586,7742-MYPGI,Yes,No,DSL,No,No,No,Yes,No,No
19587,7743-EXURX,Yes,No,DSL,No,No,Yes,No,No,No
19588,7746-AWNQW,No,No phone service,DSL,No,No,Yes,Yes,No,No
19589,7746-QYVCO,Yes,No,DSL,Yes,Yes,No,No,No,No
19590,7748-UMTRK,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
19591,7750-EYXWZ,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
19592,7752-XUSCI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
19593,7753-USQYQ,Yes,No,DSL,No,Yes,No,Yes,No,Yes
19594,7754-IXRMC,Yes,No,DSL,No,No,No,No,No,No
19595,7758-UJWYS,No,No phone service,DSL,No,No,No,Yes,Yes,No
19596,7758-XKCBS,No,No phone service,DSL,No,No,No,Yes,No,No
19597,7760-OYPDY,Yes,No,Fiber optic,No,No,No,No,Yes,No
19598,7762-ONLJY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19599,7762-URZQH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
19600,7764-BDPEE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19601,7765-LWVVH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
19602,7766-CLTIC,Yes,No,DSL,No,No,No,Yes,No,Yes
19603,7767-UXAGJ,Yes,Yes,DSL,No,No,No,No,No,No
19604,7771-CFQRQ,Yes,No,DSL,No,Yes,No,Yes,No,Yes
19605,7771-ZONAT,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
19606,7774-OJSXI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
19607,7776-QGYJC,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
19608,7776-QWNFX,Yes,No,DSL,No,Yes,No,No,No,No
19609,7777-UNYHB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19610,7779-LGOVN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
19611,7779-ORAEL,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
19612,7780-OTDSO,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
19613,7781-EWARA,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
19614,7781-HVGMK,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
19615,7783-YKGDV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
19616,7785-RDVIG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19617,7786-WBJYI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
19618,7787-BNTZM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19619,7789-CRUVC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
19620,7789-HKSBS,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
19621,7794-JASDG,Yes,No,DSL,Yes,No,No,No,No,No
19622,7795-CFOCW,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
19623,7797-EJMDP,Yes,No,DSL,Yes,No,No,Yes,No,Yes
19624,7798-JVXYM,Yes,No,DSL,No,No,No,Yes,Yes,Yes
19625,7799-DSEWS,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
19626,7799-LGRDP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19627,7801-CEDNV,Yes,No,DSL,Yes,No,No,No,No,No
19628,7801-KICAO,Yes,Yes,Fiber optic,No,No,No,No,No,No
19629,7802-EFKNY,No,No phone service,DSL,No,No,No,No,No,No
19630,7803-XOCCZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
19631,7808-DVWEP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
19632,7811-JIVPF,Yes,No,DSL,No,No,Yes,No,No,No
