ContractID,CustomerID,Contract,PaperlessBilling,PaymentMethod
27161,8543-MSDMF,Month-to-month,Yes,Electronic check
27162,8544-GOQSH,Month-to-month,Yes,Credit card (automatic)
27163,8544-JNBOX,Two year,Yes,Mailed check
27164,8547-NSBBO,Month-to-month,Yes,Mailed check
27165,8548-AWOFC,Month-to-month,No,Electronic check
27166,8550-XSXUQ,One year,Yes,Credit card (automatic)
27167,8552-OBVRU,Month-to-month,Yes,Electronic check
27168,8559-CIZFV,One year,No,Mailed check
27169,8559-WNQZS,Two year,No,Mailed check
27170,8561-NMTBD,One year,Yes,Credit card (automatic)
27171,8562-GHPPI,Month-to-month,No,Credit card (automatic)
27172,8563-IIOXK,One year,Yes,Electronic check
27173,8563-OYMQY,Month-to-month,Yes,Credit card (automatic)
27174,8564-LDKFL,One year,Yes,Bank transfer (automatic)
27175,8565-CLBZW,Month-to-month,Yes,Mailed check
27176,8565-HBFNN,One year,Yes,Credit card (automatic)
27177,8565-WUXZU,Two year,Yes,Credit card (automatic)
27178,8566-YPRGL,Month-to-month,Yes,Mailed check
27179,8570-KLJYJ,One year,No,Mailed check
27180,8571-ZCMCX,Two year,Yes,Credit card (automatic)
27181,8573-CGOCC,Month-to-month,No,Credit card (automatic)
27182,8573-JGCZW,One year,Yes,Bank transfer (automatic)
27183,8577-QSOCG,Two year,Yes,Mailed check
27184,8580-AECUZ,Month-to-month,Yes,Electronic check
27185,8580-QVLOC,Two year,No,Credit card (automatic)
27186,8582-KRHPJ,Month-to-month,Yes,Mailed check
27187,8584-KMVXD,Month-to-month,No,Electronic check
27188,8587-XYZSF,Two year,No,Bank transfer (automatic)
27189,8590-OHDIW,One year,No,Mailed check
27190,8590-YFFQO,Two year,No,Credit card (automatic)
27191,8591-NXRCV,Month-to-month,Yes,Bank transfer (automatic)
27192,8591-TKMZH,Two year,Yes,Mailed check
27193,8592-PLTMQ,One year,No,Mailed check
27194,8593-WHYHV,Month-to-month,Yes,Electronic check
27195,8595-SIZNC,One year,No,Bank transfer (automatic)
27196,8597-CTXVJ,One year,No,Bank transfer (automatic)
27197,8597-CWYHH,One year,No,Mailed check
27198,8601-QACRS,Month-to-month,Yes,Mailed check
27199,8603-IJWDN,Month-to-month,Yes,Electronic check
27200,8605-ITULD,Month-to-month,No,Mailed check
27201,8606-CIQUL,Two year,Yes,Credit card (automatic)
27202,8606-OEGQZ,Two year,No,Credit card (automatic)
27203,8608-OZTLB,One year,No,Electronic check
27204,8610-WFCJF,Month-to-month,Yes,Electronic check
27205,8610-ZIKJJ,One year,No,Mailed check
27206,8612-GXIDD,Two year,Yes,Bank transfer (automatic)
27207,8614-VGMMV,Month-to-month,Yes,Electronic check
27208,8617-ENBDS,Month-to-month,Yes,Credit card (automatic)
27209,8619-IJNDK,Two year,No,Credit card (automatic)
27210,8620-RJPZN,Month-to-month,No,Electronic check
27211,8621-MNIHH,Month-to-month,Yes,Electronic check
27212,8622-ZLFKO,Month-to-month,Yes,Electronic check
27213,8623-TMRBY,Month-to-month,Yes,Electronic check
27214,8623-ULFNQ,Month-to-month,Yes,Electronic check
27215,8624-GIOUT,Month-to-month,Yes,Credit card (automatic)
27216,8625-AZYZY,Month-to-month,Yes,Electronic check
27217,8626-PTQGE,Two year,Yes,Bank transfer (automatic)
27218,8626-XHBIE,Two year,Yes,Mailed check
27219,8627-EHGIP,One year,Yes,Mailed check
27220,8627-ZYGSZ,One year,Yes,Electronic check
27221,8628-MFKAX,Two year,Yes,Credit card (automatic)
27222,8630-FJLIB,Month-to-month,Yes,Electronic check
27223,8630-QSGXK,Two year,Yes,Bank transfer (automatic)
27224,8631-NBHFZ,Two year,No,Credit card (automatic)
27225,8631-WUXGY,Month-to-month,Yes,Electronic check
27226,8631-XVRZL,One year,Yes,Mailed check
27227,8634-CILSZ,One year,Yes,Bank transfer (automatic)
27228,8634-MPHTR,Month-to-month,Yes,Electronic check
27229,8637-XJIVR,Month-to-month,Yes,Electronic check
27230,8639-NHQEI,Two year,Yes,Bank transfer (automatic)
27231,8640-SDGKB,Month-to-month,Yes,Electronic check
27232,8642-GVWRF,Month-to-month,No,Bank transfer (automatic)
27233,8644-XLFBW,Month-to-month,Yes,Electronic check
27234,8644-XYTSV,Month-to-month,Yes,Bank transfer (automatic)
27235,8645-KOMJQ,Two year,Yes,Bank transfer (automatic)
27236,8645-KWHJO,Month-to-month,Yes,Electronic check
27237,8646-JCOMS,One year,Yes,Bank transfer (automatic)
27238,8647-SDTWQ,Month-to-month,Yes,Electronic check
27239,8648-PFRMP,Month-to-month,Yes,Electronic check
27240,8650-RHRKE,Month-to-month,Yes,Electronic check
27241,8651-ENBZX,One year,Yes,Electronic check
27242,8652-YHIYU,One year,Yes,Credit card (automatic)
27243,8654-DHAOW,Month-to-month,No,Mailed check
27244,8659-HDIYE,Month-to-month,No,Credit card (automatic)
27245,8659-IOOPU,Two year,No,Electronic check
27246,8660-BUETV,Month-to-month,No,Mailed check
27247,8661-BOYNW,Two year,Yes,Credit card (automatic)
27248,8663-UPDGF,Month-to-month,Yes,Bank transfer (automatic)
27249,8665-UTDHZ,Month-to-month,No,Electronic check
27250,8668-KNZTI,One year,No,Electronic check
27251,8670-ERCJH,Two year,No,Bank transfer (automatic)
27252,8670-MEFCP,Two year,Yes,Credit card (automatic)
27253,8671-KKKOS,Month-to-month,No,Electronic check
27254,8672-OAUPW,One year,No,Credit card (automatic)
27255,8676-OOQEJ,Month-to-month,No,Electronic check
27256,8676-TRMJS,Month-to-month,No,Mailed check
27257,8677-HDZEE,Month-to-month,Yes,Bank transfer (automatic)
27258,8679-JOEVF,Month-to-month,No,Electronic check
27259,8679-LZBMD,One year,Yes,Bank transfer (automatic)
27260,8680-CGLTP,One year,Yes,Electronic check
27261,8681-ICONS,Month-to-month,Yes,Mailed check
27262,8685-WHQPW,Month-to-month,Yes,Bank transfer (automatic)
27263,8687-BAFGU,Month-to-month,No,Electronic check
27264,8690-UPCZI,One year,No,Bank transfer (automatic)
27265,8690-ZVLCL,Two year,No,Credit card (automatic)
27266,8695-ARGXZ,Month-to-month,Yes,Electronic check
27267,8695-WDYEA,Month-to-month,No,Mailed check
27268,8696-JKZNU,Month-to-month,Yes,Electronic check
27269,8699-ASUFO,Month-to-month,Yes,Mailed check
27270,8701-DGLVH,Two year,No,Mailed check
27271,8705-DWKTI,Month-to-month,Yes,Credit card (automatic)
27272,8705-WZCYL,Month-to-month,Yes,Electronic check
27273,8706-HRADD,Month-to-month,Yes,Mailed check
27274,8707-HOEDG,Two year,Yes,Electronic check
27275,8707-RMEZH,One year,No,Credit card (automatic)
27276,8708-XPXHZ,Month-to-month,Yes,Electronic check
27277,8709-KRDVL,Month-to-month,Yes,Electronic check
27278,8710-YGLWG,Month-to-month,Yes,Mailed check
27279,8711-LOBKY,Two year,No,Mailed check
27280,8713-IGZSO,Month-to-month,No,Mailed check
27281,8714-CTZJW,Month-to-month,Yes,Credit card (automatic)
27282,8714-EUHJO,Month-to-month,Yes,Electronic check
27283,8715-KKTFG,One year,Yes,Bank transfer (automatic)
27284,8717-VCTXJ,One year,Yes,Mailed check
27285,8718-PTMEZ,Month-to-month,Yes,Electronic check
27286,8720-RQSBJ,Month-to-month,No,Electronic check
27287,8722-NGNBH,Month-to-month,No,Mailed check
27288,8722-PRFDV,Two year,No,Credit card (automatic)
27289,8725-JEDFD,Month-to-month,Yes,Mailed check
27290,8727-JQFHV,Two year,No,Mailed check
27291,8727-XDPUD,Two year,No,Credit card (automatic)
27292,8728-SKJLR,Month-to-month,Yes,Electronic check
27293,8731-WBBMB,Month-to-month,No,Bank transfer (automatic)
27294,8734-DKSTZ,Month-to-month,No,Electronic check
27295,8734-FNWVH,Month-to-month,No,Bank transfer (automatic)
27296,8735-DCXNF,Month-to-month,Yes,Credit card (automatic)
27297,8735-IJJEG,Month-to-month,No,Credit card (automatic)
27298,8735-NBLWT,Month-to-month,No,Mailed check
27299,8735-SDUFN,Two year,No,Bank transfer (automatic)
27300,8738-JOKAR,One year,Yes,Mailed check
27301,8739-QOTTN,Month-to-month,No,Mailed check
27302,8739-WWKDU,Month-to-month,Yes,Electronic check
27303,8739-XNIKG,Month-to-month,Yes,Electronic check
27304,8740-CRYFY,Month-to-month,Yes,Electronic check
27305,8740-XLHDR,Month-to-month,Yes,Mailed check
27306,8741-LQOBK,Month-to-month,No,Bank transfer (automatic)
27307,8745-PVESG,One year,Yes,Credit card (automatic)
27308,8746-BFOAJ,One year,No,Bank transfer (automatic)
27309,8746-OQQRW,Month-to-month,No,Mailed check
27310,8747-UDCOI,Two year,No,Bank transfer (automatic)
27311,8748-HFWBO,One year,No,Mailed check
27312,8749-CLJXC,Month-to-month,No,Mailed check
27313,8749-JMNKX,Month-to-month,Yes,Bank transfer (automatic)
27314,8749-TZYEC,Two year,No,Credit card (automatic)
27315,8750-QWZAJ,Two year,No,Bank transfer (automatic)
27316,8751-EDEKA,Month-to-month,No,Credit card (automatic)
27317,8752-GHJFU,One year,Yes,Electronic check
27318,8752-IMQOS,One year,No,Mailed check
27319,8752-STIVR,Month-to-month,Yes,Electronic check
27320,8755-IWJHN,Month-to-month,Yes,Bank transfer (automatic)
27321,8755-OGKNA,Two year,No,Bank transfer (automatic)
27322,8756-RDDLT,Month-to-month,No,Electronic check
27323,8757-TFHHJ,Month-to-month,Yes,Credit card (automatic)
27324,8760-ZRHKE,One year,No,Electronic check
27325,8761-NSOBC,Month-to-month,No,Electronic check
27326,8763-KIAFH,One year,Yes,Mailed check
27327,8766-PAFNE,Two year,Yes,Credit card (automatic)
27328,8769-KKTPH,One year,Yes,Credit card (automatic)
27329,8773-HHUOZ,Month-to-month,Yes,Mailed check
27330,8774-GSBUN,Two year,No,Mailed check
27331,8775-CEBBJ,Month-to-month,Yes,Bank transfer (automatic)
27332,8775-ERLNB,Month-to-month,No,Electronic check
27333,8775-LHDJH,Month-to-month,Yes,Electronic check
27334,8777-MBMTS,Two year,Yes,Credit card (automatic)
27335,8777-PVYGU,One year,Yes,Mailed check
27336,8778-LMWTJ,Month-to-month,Yes,Electronic check
27337,8779-QRDMV,Month-to-month,Yes,Electronic check
27338,8779-YIQQA,One year,No,Mailed check
27339,8780-IHCRN,Two year,No,Credit card (automatic)
27340,8780-IXSTS,Month-to-month,Yes,Electronic check
27341,8780-RSYYU,Month-to-month,Yes,Credit card (automatic)
27342,8780-YRMTT,Two year,Yes,Mailed check
27343,8782-LKFPK,Month-to-month,Yes,Mailed check
27344,8782-NUUOL,One year,No,Mailed check
27345,8784-CGILN,Month-to-month,Yes,Bank transfer (automatic)
27346,8785-CJSHH,Month-to-month,Yes,Electronic check
27347,8785-EPNCG,Month-to-month,No,Credit card (automatic)
27348,8788-DOXSU,One year,Yes,Bank transfer (automatic)
27349,8791-GFXLZ,Month-to-month,Yes,Bank transfer (automatic)
27350,8792-AOROI,Two year,No,Mailed check
27351,8799-OXZMD,Month-to-month,Yes,Mailed check
27352,8800-JOOCF,Month-to-month,Yes,Electronic check
27353,8800-ZKRFW,Month-to-month,Yes,Electronic check
27354,8802-UNOJF,Month-to-month,Yes,Mailed check
27355,8805-JNRAZ,Month-to-month,No,Mailed check
27356,8806-EAGWC,Month-to-month,No,Mailed check
27357,8807-ARQET,Month-to-month,Yes,Electronic check
27358,8807-OPMBM,Two year,Yes,Credit card (automatic)
27359,8808-ELEHO,Month-to-month,Yes,Electronic check
27360,8809-RIHDD,Two year,Yes,Electronic check
27361,8809-XKHMD,Two year,Yes,Bank transfer (automatic)
27362,8812-ZRHFP,One year,No,Electronic check
27363,8815-LMFLX,Month-to-month,Yes,Bank transfer (automatic)
27364,8816-VXNZD,Month-to-month,Yes,Electronic check
27365,8818-DOPVL,Month-to-month,Yes,Electronic check
27366,8818-XYFCQ,Month-to-month,Yes,Credit card (automatic)
27367,8819-IMISP,Month-to-month,Yes,Electronic check
27368,8819-WFGGJ,Two year,Yes,Bank transfer (automatic)
27369,8819-ZBYNA,Two year,Yes,Credit card (automatic)
27370,8821-KVZKQ,One year,Yes,Bank transfer (automatic)
27371,8821-XNHVZ,Month-to-month,Yes,Mailed check
27372,8822-KNBHV,One year,Yes,Credit card (automatic)
27373,8823-RLPWL,Two year,Yes,Credit card (automatic)
27374,8824-RWFXJ,Month-to-month,Yes,Mailed check
27375,8835-VSDSE,Month-to-month,Yes,Electronic check
27376,8837-VVWLQ,Month-to-month,No,Electronic check
27377,8838-GPHZP,Two year,Yes,Mailed check
27378,8840-DQLGN,Month-to-month,Yes,Bank transfer (automatic)
27379,8844-TONUD,Month-to-month,Yes,Mailed check
27380,8845-LWKGE,One year,Yes,Electronic check
27381,8847-GEOOQ,Month-to-month,Yes,Bank transfer (automatic)
27382,8849-AYPTR,Month-to-month,No,Electronic check
27383,8849-GYOKR,One year,No,Bank transfer (automatic)
27384,8849-PRIQJ,One year,Yes,Electronic check
27385,8851-RAGOV,Month-to-month,Yes,Mailed check
27386,8853-TZDGH,Two year,Yes,Bank transfer (automatic)
27387,8854-CCVSQ,Month-to-month,Yes,Electronic check
27388,8857-CUPFQ,Two year,No,Mailed check
27389,8859-AXJZP,Two year,Yes,Mailed check
27390,8859-DZTGQ,Two year,No,Mailed check
27391,8859-YSTWS,One year,No,Bank transfer (automatic)
27392,8861-HGGKB,Month-to-month,No,Electronic check
27393,8865-TNMNX,One year,No,Mailed check
27394,8868-GAGIO,Month-to-month,Yes,Mailed check
27395,8868-WOZGU,Month-to-month,Yes,Electronic check
27396,8869-LIHMK,Two year,Yes,Bank transfer (automatic)
27397,8869-TORSS,One year,Yes,Credit card (automatic)
27398,8871-JLMHM,Two year,No,Credit card (automatic)
27399,8873-GLDMH,Month-to-month,Yes,Mailed check
27400,8873-TMKGR,One year,No,Mailed check
27401,8874-EJNSR,Two year,No,Mailed check
27402,8875-AKBYH,Month-to-month,Yes,Electronic check
27403,8878-HMWBV,Month-to-month,Yes,Electronic check
27404,8878-RYUKI,Month-to-month,Yes,Electronic check
27405,8879-XUAHX,Two year,Yes,Electronic check
27406,8879-ZKJOF,One year,Yes,Bank transfer (automatic)
27407,8882-TLVRW,Two year,No,Mailed check
27408,8883-ANODQ,Two year,Yes,Credit card (automatic)
27409,8883-GRDWQ,One year,No,Mailed check
27410,8884-ADFVN,Month-to-month,Yes,Electronic check
27411,8884-FEEWR,One year,No,Bank transfer (automatic)
27412,8884-MRNSU,One year,No,Bank transfer (automatic)
27413,8885-QSQBX,Month-to-month,No,Bank transfer (automatic)
27414,8887-IPQNC,Month-to-month,Yes,Mailed check
27415,8894-JVDCV,One year,Yes,Credit card (automatic)
27416,8896-BQTTI,Month-to-month,Yes,Mailed check
27417,8896-RAZCR,Two year,No,Mailed check
27418,8898-KASCD,One year,No,Mailed check
27419,8901-HJXTF,Month-to-month,No,Mailed check
27420,8901-UPRHR,Two year,Yes,Bank transfer (automatic)
27421,8902-ZEOVF,One year,No,Mailed check
27422,8903-WMRNW,Month-to-month,No,Electronic check
27423,8903-XEBGX,Month-to-month,Yes,Electronic check
27424,8904-OPDCK,Month-to-month,Yes,Bank transfer (automatic)
27425,8905-IAZPF,One year,Yes,Credit card (automatic)
27426,8908-NMQTX,Two year,Yes,Bank transfer (automatic)
27427,8908-SLFCJ,Two year,Yes,Credit card (automatic)
27428,8909-BOLNL,One year,No,Mailed check
27429,8910-ICHIU,One year,Yes,Credit card (automatic)
27430,8910-LEDAG,Month-to-month,No,Credit card (automatic)
27431,8914-RBTSB,Month-to-month,No,Electronic check
27432,8915-NNTRC,Two year,Yes,Credit card (automatic)
27433,8917-FAEMR,Two year,No,Mailed check
27434,8917-SZTTJ,Two year,No,Credit card (automatic)
27435,8919-FYFQZ,Month-to-month,Yes,Electronic check
27436,8920-NAVAY,One year,Yes,Bank transfer (automatic)
27437,8922-LIEGH,Month-to-month,Yes,Electronic check
27438,8922-NPKBJ,Two year,No,Mailed check
27439,8929-KSWIH,Two year,No,Bank transfer (automatic)
27440,8930-XOTDP,Month-to-month,No,Mailed check
27441,8931-GJJIQ,Month-to-month,Yes,Electronic check
27442,8932-CZHRQ,One year,No,Credit card (automatic)
27443,8937-RDTHP,Month-to-month,Yes,Mailed check
27444,8938-UMKPI,Month-to-month,Yes,Electronic check
27445,8942-DBMHZ,Month-to-month,No,Mailed check
27446,8943-URTMR,Month-to-month,Yes,Mailed check
27447,8944-AILEF,Month-to-month,Yes,Credit card (automatic)
27448,8945-GRKHX,Month-to-month,No,Electronic check
27449,8945-MUQUF,One year,Yes,Electronic check
27450,8946-BFWSG,Two year,No,Mailed check
27451,8947-YRTDV,One year,No,Mailed check
27452,8949-JTMAY,Month-to-month,Yes,Credit card (automatic)
27453,8950-MTZNV,Month-to-month,Yes,Mailed check
27454,8952-WCVCD,One year,Yes,Bank transfer (automatic)
27455,8957-THMOA,Two year,No,Credit card (automatic)
27456,8958-JPTRR,One year,No,Electronic check
27457,8961-QDZZJ,One year,Yes,Electronic check
27458,8963-JLGJT,Month-to-month,No,Mailed check
27459,8963-MQVYN,Month-to-month,Yes,Electronic check
27460,8966-KZXXA,Two year,No,Credit card (automatic)
27461,8966-OIQHG,One year,No,Bank transfer (automatic)
27462,8966-SNIZF,Two year,No,Bank transfer (automatic)
27463,8967-SZQAS,Month-to-month,No,Electronic check
27464,8969-PRHFK,One year,No,Mailed check
27465,8970-ANWXO,One year,Yes,Mailed check
27466,8972-HJWNV,Month-to-month,Yes,Electronic check
27467,8974-OVACP,Month-to-month,No,Mailed check
27468,8975-SKGRX,Two year,Yes,Bank transfer (automatic)
27469,8976-OQHGT,Month-to-month,No,Mailed check
27470,8979-CAMGB,One year,No,Electronic check
27471,8980-WQFWL,Month-to-month,Yes,Electronic check
27472,8981-FJGLA,Month-to-month,Yes,Mailed check
27473,8982-NHAVY,One year,Yes,Bank transfer (automatic)
27474,8984-EYLLL,Two year,Yes,Electronic check
27475,8984-HPEMB,Two year,Yes,Electronic check
27476,8985-OOPOS,One year,No,Credit card (automatic)
27477,8988-ECPJR,Month-to-month,Yes,Mailed check
27478,8990-YOZLV,Two year,Yes,Mailed check
27479,8990-ZXLSU,Month-to-month,No,Electronic check
27480,8992-CEUEN,Month-to-month,No,Electronic check
27481,8992-JQYUN,Month-to-month,Yes,Electronic check
27482,8992-OBVDG,Month-to-month,No,Mailed check
27483,8992-VONJD,Month-to-month,Yes,Electronic check
27484,8993-IZEUX,Month-to-month,No,Bank transfer (automatic)
27485,8993-PHFWD,Month-to-month,No,Electronic check
27486,8996-ZROXE,One year,Yes,Electronic check
27487,8999-BOHSE,Month-to-month,No,Bank transfer (automatic)
27488,8999-EXMNO,Two year,No,Mailed check
27489,8999-XXGNS,One year,Yes,Credit card (automatic)
27490,8999-YPYBV,Two year,Yes,Mailed check
27491,9000-PLFUZ,Two year,Yes,Credit card (automatic)
27492,9003-CPATH,Month-to-month,No,Electronic check
27493,9013-AQORL,Month-to-month,No,Credit card (automatic)
27494,9018-PCIOK,Two year,Yes,Mailed check
27495,9019-QVLZD,Month-to-month,No,Electronic check
27496,9025-AOMKI,Month-to-month,Yes,Bank transfer (automatic)
27497,9025-ZRPVR,Month-to-month,Yes,Mailed check
27498,9026-LHEVG,Month-to-month,No,Electronic check
27499,9026-RNUJS,Month-to-month,No,Electronic check
27500,9027-TMATR,Two year,Yes,Electronic check
27501,9027-YFHQJ,Month-to-month,Yes,Bank transfer (automatic)
27502,9028-LIHRP,Two year,No,Credit card (automatic)
27503,9029-FEGVJ,Month-to-month,No,Mailed check
27504,9030-QGZNL,Two year,No,Mailed check
27505,9031-ZVQPT,Two year,Yes,Electronic check
27506,9033-EOXWV,One year,No,Mailed check
27507,9036-CSKBW,One year,No,Bank transfer (automatic)
27508,9039-RBEEE,Month-to-month,Yes,Credit card (automatic)
27509,9039-ZVJDC,Month-to-month,Yes,Mailed check
27510,9040-KZVWO,One year,No,Bank transfer (automatic)
27511,9046-DQMTP,Month-to-month,No,Bank transfer (automatic)
27512,9046-JBFWA,Month-to-month,No,Mailed check
27513,9048-JVYVF,Month-to-month,Yes,Electronic check
27514,9050-IKDZA,Month-to-month,No,Mailed check
27515,9050-QLROH,Month-to-month,Yes,Credit card (automatic)
27516,9052-DHNKM,One year,No,Electronic check
27517,9052-VKDUW,Month-to-month,Yes,Credit card (automatic)
27518,9053-EJUNL,Month-to-month,Yes,Electronic check
27519,9053-JZFKV,Two year,No,Credit card (automatic)
27520,9054-FOWNV,Month-to-month,Yes,Electronic check
27521,9055-MOJJJ,One year,No,Mailed check
27522,9057-MSWCO,Month-to-month,No,Credit card (automatic)
27523,9057-SIHCH,Month-to-month,Yes,Electronic check
27524,9058-CBREO,Month-to-month,No,Mailed check
27525,9058-HRZSV,Month-to-month,No,Electronic check
27526,9058-MJLZC,Month-to-month,Yes,Electronic check
27527,9060-HJJRW,One year,Yes,Credit card (automatic)
27528,9061-TIHDA,Month-to-month,Yes,Electronic check
27529,9063-ZGTUY,Month-to-month,Yes,Mailed check
27530,9065-ZCPQX,Two year,No,Bank transfer (automatic)
27531,9066-QRSDU,One year,Yes,Electronic check
27532,9067-SQTNS,One year,No,Bank transfer (automatic)
27533,9067-YGSCA,One year,No,Credit card (automatic)
27534,9068-FHQHD,Two year,No,Bank transfer (automatic)
27535,9068-VPWQQ,Two year,No,Credit card (automatic)
27536,9069-LGEUL,Month-to-month,Yes,Bank transfer (automatic)
27537,9070-BCKQP,Two year,Yes,Credit card (automatic)
27538,9073-ZZIAY,Two year,No,Electronic check
27539,9074-KGVOX,Month-to-month,Yes,Credit card (automatic)
27540,9076-AXYIK,Two year,No,Electronic check
27541,9079-LWTFD,Month-to-month,No,Mailed check
27542,9079-YEXQJ,Month-to-month,No,Electronic check
27543,9081-WWXKP,Two year,No,Credit card (automatic)
27544,9084-OAYKL,Two year,No,Mailed check
27545,9086-YJYXS,One year,No,Bank transfer (automatic)
27546,9087-EYCPR,Two year,No,Mailed check
27547,9089-UOWJG,Month-to-month,Yes,Credit card (automatic)
27548,9090-SGQXL,Month-to-month,Yes,Electronic check
27549,9091-WTUUY,Two year,No,Mailed check
27550,9092-GDZKO,Month-to-month,Yes,Credit card (automatic)
27551,9093-FPDLG,Month-to-month,Yes,Electronic check
27552,9094-AZPHK,Month-to-month,Yes,Electronic check
27553,9095-HFAFX,Month-to-month,Yes,Credit card (automatic)
27554,9097-ZUBYC,Month-to-month,No,Bank transfer (automatic)
27555,9099-FTUHS,Month-to-month,No,Electronic check
27556,9101-BWFSS,One year,No,Electronic check
27557,9101-NTIXF,Month-to-month,No,Mailed check
27558,9102-IAYHT,Month-to-month,Yes,Electronic check
27559,9102-OXKFY,Two year,No,Credit card (automatic)
27560,9103-CXVOK,Month-to-month,No,Electronic check
27561,9103-TCIHJ,Month-to-month,Yes,Mailed check
27562,9107-UKCKY,One year,Yes,Electronic check
27563,9108-EJFJP,Month-to-month,Yes,Mailed check
27564,9108-EQPNQ,Two year,No,Credit card (automatic)
27565,9110-HSGTV,Two year,Yes,Credit card (automatic)
27566,9112-WSNPU,Month-to-month,No,Electronic check
27567,9114-AAFQH,One year,Yes,Electronic check
27568,9114-DPSIA,Two year,No,Credit card (automatic)
27569,9114-VEPUF,One year,No,Electronic check
27570,9115-YQHGA,Month-to-month,Yes,Electronic check
27571,9117-SHLZX,Month-to-month,Yes,Mailed check
27572,9121-PHQSR,Month-to-month,Yes,Credit card (automatic)
27573,9122-UMROB,Month-to-month,No,Mailed check
27574,9124-LHCJQ,Month-to-month,Yes,Mailed check
27575,9127-FHJBZ,Two year,Yes,Electronic check
27576,9127-QRZMH,One year,Yes,Bank transfer (automatic)
27577,9128-CPXKI,Two year,No,Electronic check
27578,9129-UXERG,Month-to-month,Yes,Credit card (automatic)
27579,9133-AYJZG,Month-to-month,Yes,Credit card (automatic)
27580,9134-CEQMF,Month-to-month,Yes,Electronic check
27581,9134-WYRVP,One year,No,Mailed check
27582,9135-HSWOC,Two year,Yes,Bank transfer (automatic)
27583,9135-MGVPY,Two year,Yes,Mailed check
27584,9136-ALYBR,Month-to-month,Yes,Mailed check
27585,9137-NOQKA,Month-to-month,No,Electronic check
27586,9137-UIYPG,Month-to-month,Yes,Electronic check
27587,9138-EFSMO,One year,No,Bank transfer (automatic)
27588,9139-TWBAS,One year,No,Bank transfer (automatic)
27589,9139-WQQDY,One year,No,Mailed check
27590,9140-CZQZZ,Two year,Yes,Bank transfer (automatic)
27591,9142-KZXOP,Month-to-month,No,Credit card (automatic)
27592,9142-XMYJH,Month-to-month,No,Credit card (automatic)
27593,9143-CANJF,Month-to-month,No,Electronic check
27594,9146-JRIOX,Month-to-month,No,Mailed check
27595,9150-HEPMB,One year,No,Mailed check
27596,9150-KPBJQ,Two year,No,Credit card (automatic)
27597,9152-AMKAK,Two year,Yes,Mailed check
27598,9153-BTBVV,Two year,No,Bank transfer (automatic)
27599,9154-QDGTH,One year,Yes,Credit card (automatic)
27600,9158-VCTQB,Month-to-month,Yes,Bank transfer (automatic)
27601,9163-GHAYE,Month-to-month,No,Electronic check
27602,9167-APMXZ,Month-to-month,Yes,Bank transfer (automatic)
27603,9168-INPSZ,Month-to-month,No,Electronic check
27604,9169-BSVIN,Month-to-month,No,Bank transfer (automatic)
27605,9170-ARBTB,One year,No,Credit card (automatic)
27606,9170-CCKOU,Month-to-month,No,Credit card (automatic)
27607,9170-GYZJC,Month-to-month,No,Credit card (automatic)
27608,9172-ANCRX,Month-to-month,Yes,Electronic check
27609,9172-JITSM,Month-to-month,Yes,Electronic check
27610,9173-IVZVP,Two year,No,Mailed check
27611,9174-FKWZE,Month-to-month,Yes,Electronic check
27612,9174-IHETN,Two year,No,Credit card (automatic)
27613,9178-JHUVJ,Two year,Yes,Bank transfer (automatic)
27614,9184-GALIL,Month-to-month,No,Mailed check
27615,9185-TQCVP,Month-to-month,Yes,Electronic check
27616,9189-JWSHV,Month-to-month,Yes,Electronic check
27617,9190-MFJLN,Month-to-month,Yes,Credit card (automatic)
27618,9191-MYQKX,Month-to-month,Yes,Bank transfer (automatic)
27619,9194-GFVOI,Two year,No,Credit card (automatic)
27620,9199-PWQVC,One year,Yes,Credit card (automatic)
27621,9200-NLNPD,One year,Yes,Bank transfer (automatic)
27622,9206-GVPEQ,Month-to-month,Yes,Electronic check
27623,9207-ZPANB,One year,No,Electronic check
27624,9208-OLGAQ,Month-to-month,Yes,Electronic check
27625,9209-NWPGU,One year,No,Electronic check
27626,9210-IAHGH,Month-to-month,Yes,Credit card (automatic)
27627,9214-EKVXR,Month-to-month,Yes,Mailed check
27628,9220-CXRSC,Two year,No,Credit card (automatic)
27629,9220-ZNKJI,Two year,No,Credit card (automatic)
27630,9221-OTIVJ,Month-to-month,Yes,Electronic check
27631,9223-UCPVT,Month-to-month,No,Electronic check
27632,9224-VTYID,Two year,Yes,Mailed check
27633,9225-BZLNZ,Two year,Yes,Electronic check
27634,9227-LUNBG,Month-to-month,No,Electronic check
27635,9227-UAQFT,Two year,No,Mailed check
27636,9227-YBAXE,Two year,Yes,Bank transfer (automatic)
27637,9229-RQABD,One year,No,Mailed check
27638,9231-ZJYAM,Month-to-month,Yes,Electronic check
27639,9233-PSYHO,One year,Yes,Bank transfer (automatic)
27640,9236-NDUCW,Two year,No,Mailed check
27641,9237-HQITU,Month-to-month,Yes,Electronic check
27642,9239-GZHZE,Two year,Yes,Credit card (automatic)
27643,9239-ZBZZV,Month-to-month,Yes,Electronic check
27644,9242-TKFSV,Two year,Yes,Credit card (automatic)
27645,9244-ZVAPM,Month-to-month,No,Mailed check
27646,9248-OJYKK,Month-to-month,Yes,Electronic check
27647,9249-FXSCK,One year,Yes,Credit card (automatic)
27648,9250-WYPLL,Month-to-month,No,Electronic check
27649,9251-AWQGT,Two year,No,Mailed check
