SubscriptionID,CustomerID,Tenure,MonthlyCharges,TotalCharges,ChurnFlag
12717,6345-HOVES,34,25.05,852.7,0
12718,8318-LCNBW,35,53.15,1930.9,0
12719,6469-QJKZW,4,20.15,91.4,0
12720,0147-ESWWR,39,101.25,3949.15,0
12721,1217-VASWC,43,100.55,4304.0,0
12722,7812-FZHPE,17,24.1,409.9,1
12723,6370-ZVHDV,61,25.3,1554.9,0
12724,5915-DGNVC,49,71.8,3472.05,0
12725,6260-XLACS,4,19.7,117.8,0
12726,3566-CAAYU,64,49.85,3210.35,0
12727,4983-CCWMC,3,69.6,207.4,0
12728,9103-CXVOK,1,19.75,19.75,0
12729,2896-TBNBE,40,80.8,3132.75,0
12730,4797-AXPXK,1,60.0,60.0,1
12731,5229-PRWKT,8,86.55,649.65,1
12732,6982-UQZLY,1,20.85,20.85,1
12733,2522-WLNSF,34,64.2,2106.3,0
12734,3841-CONLJ,1,35.0,35.0,0
12735,5057-LCOUI,39,50.75,2011.4,1
12736,0193-ESZXP,58,105.5,6205.5,1
12737,4369-HTUIF,6,85.15,503.6,1
12738,4475-NVTLU,45,19.2,903.7,0
12739,9585-KKMFD,41,20.0,879.8,0
12740,5619-XZZKR,4,19.95,68.2,0
12741,1984-FCOWB,70,109.5,7674.55,1
12742,0654-HMSHN,21,104.4,2157.95,1
12743,6719-OXYBR,15,85.3,1219.85,0
12744,3312-ZWLGF,29,79.3,2414.55,0
12745,6476-YHMGA,15,76.5,1155.6,0
12746,5287-QWLKY,71,105.1,7548.1,1
12747,0795-XCCTE,72,25.4,1809.35,0
12748,0168-XZKBB,19,86.85,1564.4,0
12749,3785-NRHYR,1,19.65,19.65,0
12750,5196-SGOAK,1,75.7,75.7,1
12751,4537-DKTAL,2,45.55,84.4,0
12752,7072-MBHEV,11,78.1,864.85,0
12753,5602-BVFMK,12,19.3,228.75,0
12754,6297-NOOPG,70,110.5,7752.05,0
12755,1891-UAWWU,20,90.8,1951.0,1
12756,8204-TIFGJ,23,20.3,470.6,0
12757,8050-DVOJX,49,81.35,4060.9,0
12758,6108-OQZDQ,4,97.95,384.5,1
12759,0363-QJVFX,32,108.15,3432.9,1
12760,8903-XEBGX,2,55.3,108.65,0
12761,8169-SAEJD,69,56.55,3952.65,0
12762,9840-DVNDC,6,80.5,463.05,1
12763,1972-XMUWV,65,59.8,3808.2,0
12764,1089-XZWHH,24,19.7,494.05,0
12765,2325-WINES,32,104.05,3416.85,0
12766,6064-ZATLR,27,52.85,1498.65,0
12767,3096-JRDSO,27,104.3,2867.75,1
12768,7824-PANSQ,58,80.65,4807.35,0
12769,8042-JVNFH,1,71.35,71.35,1
12770,9648-BCHKM,18,24.65,471.35,0
12771,2888-ADFAO,47,21.3,1041.8,0
12772,8707-HOEDG,70,110.2,7689.8,0
12773,3374-LXDEV,13,89.4,1132.35,1
12774,4072-IPYLT,36,51.05,1815.0,0
12775,7167-PCEYD,67,19.8,1311.3,0
12776,4936-YPJNK,10,19.9,199.45,0
12777,1580-BMCMR,19,87.3,1637.3,0
12778,4817-KEQSP,71,19.85,1326.35,0
12779,6408-WHTEF,72,89.4,6376.55,0
12780,9251-AWQGT,48,20.0,935.9,0
12781,8749-CLJXC,1,20.05,20.05,0
12782,7989-VCQOH,18,83.25,1611.15,0
12783,5049-GLYVG,1,20.6,20.6,1
12784,4199-QHJNM,67,102.9,6989.7,0
12785,8882-TLVRW,69,39.1,2779.5,0
12786,5883-GTGVD,19,99.95,1931.75,1
12787,5135-GRQJV,72,114.5,8331.95,0
12788,2384-OVPSA,38,20.2,735.9,0
12789,1371-WEPDS,40,55.8,2283.3,0
12790,3580-GICBM,61,24.2,1445.2,0
12791,4817-QRJSX,10,81.0,818.05,1
12792,9730-DRTMJ,32,72.8,2333.05,0
12793,4686-UXDML,21,99.85,1992.55,0
12794,3349-ANQNH,59,99.5,5890.0,0
12795,2398-YPMUR,13,70.15,916.75,1
12796,0932-YIXYU,47,20.25,1029.8,0
12797,7480-SPLEF,69,26.0,1796.55,0
12798,7636-XUHWW,2,19.9,33.7,0
12799,1431-CYWMH,22,19.05,454.05,0
12800,5937-EORGB,15,96.5,1392.25,0
12801,6349-JDHQP,53,19.85,1049.6,0
12802,5539-HIVAK,28,25.7,734.6,0
12803,5847-MXBEO,22,20.3,475.1,0
12804,9985-MWVIX,1,70.15,70.15,1
12805,4583-PARNH,16,91.55,1540.05,0
12806,1116-FRYVH,48,39.4,1978.65,0
12807,1421-HCERK,30,105.7,3181.8,0
12808,9633-XQABV,3,70.25,229.7,0
12809,0716-BQNDX,57,93.75,5625.55,0
12810,1265-XTECC,68,96.55,6581.9,1
12811,1183-CANVH,23,60.0,1347.15,0
12812,8679-LZBMD,44,90.65,3974.15,0
12813,3407-JMJQQ,71,109.0,7661.8,0
12814,6252-DFGTK,37,68.1,2479.25,0
12815,1539-LNKHM,12,20.4,266.6,0
12816,8645-KOMJQ,69,81.95,5601.4,0
12817,0289-IVARM,35,60.55,1982.6,0
12818,9761-XUJWD,5,65.6,339.9,0
12819,4057-FKCZK,58,82.5,4828.05,0
12820,4291-TPNFG,72,82.3,5980.55,0
12821,6087-YPWHO,72,68.15,4808.7,0
12822,3090-QFUVD,1,20.3,20.3,0
12823,2237-ZFSMY,39,95.55,3692.85,1
12824,1722-LDZJS,53,20.2,1068.15,0
12825,1818-ESQMW,27,89.2,2383.6,0
12826,4871-JTKJF,1,69.65,69.65,1
12827,1415-YFWLT,1,89.3,89.3,1
12828,7401-RUBNK,18,74.8,1438.05,0
12829,0506-YLVKJ,46,20.2,917.45,0
12830,8661-BOYNW,72,84.4,6096.45,0
12831,6711-VTNRE,36,87.55,3078.1,1
12832,4815-GBTCD,4,25.15,99.95,0
12833,2805-AUFQN,25,19.8,475.2,0
12834,0980-PVMRC,40,50.85,2036.55,0
12835,7233-DRTRF,63,102.4,6444.05,0
12836,3500-RMZLT,15,96.3,1426.75,1
12837,3873-NFTGI,14,55.5,767.55,0
12838,1162-ECVII,72,109.75,7932.5,0
12839,7048-GXDAY,39,106.4,4040.65,0
12840,8571-ZCMCX,47,60.0,2768.65,0
12841,1169-WCVAK,19,88.8,1672.35,0
12842,4548-SDBKE,5,85.2,474.8,1
12843,8066-POXGX,13,35.1,446.1,1
12844,7129-CAKJW,17,80.05,1345.65,0
12845,8695-ARGXZ,34,75.55,2425.4,0
12846,3570-YUEKJ,42,49.55,2077.95,0
12847,4143-OOBWZ,5,81.3,416.3,1
12848,1555-HAPSU,71,23.9,1663.5,0
12849,1697-NVVGY,19,66.4,1286.05,0
12850,7854-EKTJL,2,19.6,35.85,1
12851,8464-EETCQ,57,18.8,1094.35,0
12852,2419-FSORS,72,108.4,7719.5,0
12853,8132-YPVBX,6,85.95,514.6,0
12854,9102-IAYHT,17,85.45,1451.6,1
12855,6754-LZUKA,61,80.9,4932.5,0
12856,3422-LYEPQ,1,71.0,71.0,1
12857,8099-MZPUJ,48,111.8,5443.65,0
12858,0787-LHDYT,16,20.6,330.25,0
12859,2642-DTVCO,9,85.05,746.5,1
12860,0374-IOEGQ,3,44.6,122.7,0
12861,4361-JEIVL,1,44.4,44.4,1
12862,3197-NNYNB,65,105.1,6631.85,0
12863,3396-DKDEL,70,115.15,8250.0,0
12864,1752-OZXFY,60,59.8,3561.15,0
12865,9112-WSNPU,35,70.55,2419.0,0
12866,5321-NTRKC,66,79.85,5234.95,0
12867,9066-QRSDU,69,26.3,1763.55,0
12868,9867-NNXLC,22,20.05,470.2,0
12869,1363-TXLSL,1,70.3,70.3,1
12870,9507-EXLTT,1,79.35,79.35,1
12871,3161-GETRM,34,90.05,3097.0,0
12872,0402-OAMEN,72,24.45,1709.1,0
12873,6933-VLYFX,31,59.95,1848.8,0
12874,6754-WKSHP,30,25.35,723.3,0
12875,9846-GKXAS,9,90.8,809.75,1
12876,6017-PPLPX,20,70.45,1470.95,1
12877,4976-LNFVV,19,34.3,577.15,0
12878,5055-MGMGF,65,105.05,6914.95,0
12879,4641-FROLU,30,19.3,602.9,0
12880,2862-JVEOY,6,19.15,124.4,0
12881,2969-QWUBZ,2,51.4,96.8,0
12882,9822-BIIGN,53,71.85,3827.9,0
12883,2077-MPJQO,7,75.4,533.05,0
12884,1534-OULXE,61,49.7,2961.4,0
12885,7136-RVDTZ,70,45.25,3264.45,1
12886,2971-SGAFL,13,78.75,995.35,0
12887,1480-IVEVR,35,81.6,2815.25,0
12888,2905-KFQUV,2,70.4,154.8,0
12889,4581-SSPWD,3,75.8,246.3,1
12890,3370-HXOPH,3,76.1,257.6,0
12891,9391-YZEJW,62,94.0,5757.2,0
12892,9958-MEKUC,72,103.95,7517.7,0
12893,0281-CNTZX,63,19.95,1234.8,0
12894,6927-WTFIV,20,71.3,1389.2,1
12895,4118-CEVPF,35,110.8,3836.3,0
12896,3398-ZOUAA,21,69.1,1474.75,1
12897,9114-VEPUF,62,96.1,6001.45,0
12898,7876-BEUTG,15,48.8,720.1,0
12899,2338-BQEZT,55,50.55,2832.75,0
12900,9873-MNDKV,11,44.65,472.25,0
12901,0378-NHQXU,17,88.25,1460.65,1
12902,8241-JUIQO,61,19.45,1336.35,0
12903,2194-IIQOF,71,89.3,6388.65,0
12904,4512-ZUIYL,2,70.0,153.05,1
12905,9631-RXVJM,35,19.25,677.9,0
12906,9584-EXCDZ,17,70.5,1165.6,0
12907,7969-AULMZ,21,97.35,2119.5,1
12908,5093-FEGLU,47,19.65,921.55,0
12909,2621-UDNLU,3,20.85,72.0,0
12910,7526-IVLYU,3,19.65,68.35,0
12911,2428-HYUNX,44,19.35,847.25,0
12912,9214-EKVXR,1,44.0,44.0,0
12913,3410-MHHUM,44,94.4,4295.35,0
12914,0733-VUNUW,24,55.65,1400.55,1
12915,4550-EVXNY,1,69.65,69.65,1
12916,2122-YWVYA,18,75.4,1380.4,0
12917,2968-SSGAA,10,100.6,1060.2,1
12918,2296-DKZFP,65,71.0,4386.2,0
12919,0568-ONFPC,5,25.9,135.0,1
12920,4844-JJWUY,1,86.0,86.0,1
12921,6777-TGHTM,53,106.95,5785.5,1
12922,8909-BOLNL,3,21.2,52.05,0
12923,6603-YRDCJ,33,61.05,2018.4,0
12924,3538-WZPHD,3,29.6,79.45,1
12925,3229-USWAR,34,79.95,2727.3,0
12926,2138-VFAPZ,14,19.7,263.65,0
12927,6131-JLWZM,13,20.3,275.4,0
12928,4785-QRJHC,46,59.9,2816.65,1
12929,0269-XFESX,23,24.35,538.5,0
12930,1709-EJDOX,47,19.75,948.9,0
12931,4316-XCSLJ,17,50.3,846.8,0
12932,8610-WFCJF,49,95.6,4783.5,1
12933,9693-XMUOB,59,50.25,2997.45,0
12934,0383-CLDDA,69,85.35,5897.4,0
12935,4905-JEFDW,11,41.6,470.6,1
12936,2709-UQGNP,10,51.65,524.5,0
12937,3549-ZTMNH,12,24.0,269.65,0
12938,7881-INRLC,45,100.85,4740.0,1
12939,8033-ATFAS,39,59.85,2341.5,0
12940,1840-BIUOG,20,68.7,1416.2,0
12941,1356-MKYSK,6,78.65,483.3,0
12942,5828-DWPIL,62,89.1,5618.3,0
12943,8398-TBIYD,72,84.7,6185.15,0
12944,0011-IGKFF,13,98.0,1237.85,1
12945,1635-NZATJ,71,25.45,1789.65,0
12946,0562-HKHML,71,23.9,1626.4,0
12947,8277-RVRSV,33,24.15,800.3,0
12948,9943-VSZUV,67,75.7,5060.85,0
12949,0117-LFRMW,37,40.2,1448.8,1
12950,6172-FECYY,49,84.5,4254.85,1
12951,7054-ENNGU,9,50.85,466.6,0
12952,1455-HFBXA,52,91.6,4627.8,0
12953,9402-CXWPL,70,98.9,6838.6,0
12954,1628-BIZYP,1,85.0,85.0,0
12955,1965-AKTSX,14,78.95,1101.85,1
12956,0082-LDZUE,1,44.3,44.3,0
12957,4786-UKSNZ,1,20.2,20.2,1
12958,5343-SGUBI,52,80.2,4297.6,0
12959,0856-NAOES,6,60.9,414.1,0
12960,1976-AZZPJ,7,34.2,256.6,0
12961,7248-VZQLC,47,85.2,3969.35,1
12962,6156-UZDLF,26,87.15,2274.1,0
12963,3099-OONVS,25,54.3,1296.8,0
12964,9500-WBGRP,69,19.1,1268.85,0
12965,5183-KLYEM,72,112.75,8192.6,0
12966,5144-PQCDZ,4,19.95,59.25,0
12967,6625-IUTTT,67,65.55,4361.55,0
12968,9355-NPPFS,26,78.8,2006.1,0
12969,0068-FIGTF,27,78.2,2078.95,0
12970,5965-GGPRW,72,105.25,7609.75,0
12971,8035-PWSEV,6,89.25,487.05,0
12972,8514-VZHEB,59,19.5,1147.85,0
12973,2236-HILPA,62,20.65,1218.45,0
12974,6080-LNESI,51,24.75,1234.6,0
12975,1830-IPXVJ,61,19.75,1311.6,0
12976,4192-GORJT,5,94.45,498.1,1
12977,6496-SLWHQ,3,105.0,294.45,1
12978,9912-GVSEQ,26,93.85,2381.55,1
12979,2931-FSOHN,13,59.9,788.35,0
12980,9418-RUKPH,38,19.95,756.4,0
12981,5383-MMTWC,8,84.0,613.4,1
12982,9971-ZWPBF,34,108.9,3625.2,0
12983,4712-AUQZO,18,33.6,550.35,0
12984,9711-FJTBX,56,85.85,4793.8,0
12985,2908-ZTPNF,36,34.85,1267.2,0
12986,7240-ETPTR,9,48.75,442.2,1
12987,2202-CUYXZ,1,84.85,84.85,1
12988,5995-OIGLP,12,56.65,654.85,1
12989,8421-WZOOW,57,95.3,5567.45,0
12990,6261-RCVNS,42,73.9,3160.55,1
12991,7951-QKZPL,33,24.5,740.3,1
12992,1414-YADCW,70,84.6,5706.2,0
12993,8756-RDDLT,68,44.95,3085.35,0
12994,2862-PFNIK,1,24.7,24.7,0
12995,5816-QVHRX,37,100.3,3541.4,0
12996,8008-ESFLK,53,110.5,5835.5,0
12997,7537-CBQUZ,63,109.4,7031.45,0
12998,4430-YHXGG,4,25.45,84.2,0
12999,6888-SBYAI,1,50.7,50.7,0
13000,7395-XWZOY,20,55.0,1165.55,0
13001,7169-YWAMK,72,68.4,4855.35,0
13002,3640-PHQXK,31,89.9,2806.9,1
13003,6877-LGWXO,18,78.55,1422.65,1
13004,6859-RKMZJ,11,55.05,608.15,0
13005,2729-VNVAP,33,19.8,641.35,0
13006,2957-JIRMN,62,84.45,4959.15,0
13007,2049-BAFNW,1,35.9,35.9,0
13008,3842-QTGDL,16,80.75,1321.3,0
13009,7163-OCEQI,22,78.65,1663.75,0
13010,9782-LGXMC,49,61.75,3024.15,0
13011,5975-BAICR,36,63.7,2188.5,0
13012,8019-ENHXU,42,99.45,4138.05,1
13013,5167-GBFRE,4,25.2,102.5,1
13014,9033-EOXWV,12,74.05,872.65,1
13015,4673-KKSLS,31,87.6,2724.25,0
13016,4853-OITSN,5,89.15,413.25,0
13017,9800-OUIGR,66,20.0,1374.2,0
13018,1324-NLTJE,15,55.0,757.1,1
13019,2324-EFHVG,64,104.4,6692.65,0
13020,7094-MSZAO,10,20.05,218.5,0
13021,1522-VVDMG,7,89.75,608.8,1
13022,6907-CQGPN,29,34.3,1004.75,0
13023,0239-OXEXL,46,84.25,3847.6,0
13024,7049-GKVZY,17,79.85,1387.35,0
13025,0212-ISBBF,22,50.35,1098.85,0
13026,0780-XNZFN,57,20.65,1125.6,0
13027,2675-IJRGJ,53,19.65,978.0,0
13028,8577-QSOCG,38,20.2,746.05,0
13029,3721-CNZHX,15,19.8,304.6,0
13030,9185-TQCVP,14,85.15,1139.2,1
13031,3585-YNADK,57,74.6,4368.95,0
13032,5271-DBYSJ,11,79.15,827.7,0
13033,1099-GODLO,1,20.35,20.35,0
13034,6828-HMKWP,12,21.05,262.05,0
13035,5567-WSELE,3,94.6,279.55,1
13036,1472-TNCWL,36,94.7,3512.5,0
13037,8063-RJYNF,16,94.25,1483.25,1
13038,0687-ZVTHB,65,72.45,4653.85,1
13039,2080-GKCWQ,2,74.95,151.75,0
13040,9661-ACXBS,42,105.2,4400.75,1
13041,2193-SFWQW,72,111.95,8033.1,0
13042,5656-JAMLX,62,19.85,1253.65,0
13043,3462-BJQQA,6,89.75,552.65,0
13044,0442-TDYUO,48,20.05,1036.0,0
13045,6733-LRIZX,35,108.95,4025.5,0
13046,2027-OAQQC,43,49.05,2076.2,1
13047,0282-NVSJS,12,29.3,355.9,0
13048,9090-SGQXL,68,105.3,7299.65,1
13049,6595-YGXIT,25,88.95,2291.2,1
13050,9835-ZIITK,66,110.85,7491.75,1
13051,9503-XJUME,52,19.65,928.4,0
13052,4367-NHWMM,1,24.9,24.9,0
13053,3727-RJMEO,6,82.85,460.25,1
13054,3779-OSWCF,71,93.2,6506.15,0
13055,6736-DHUQI,67,84.8,5598.3,0
13056,3915-ODIYG,60,71.75,4374.55,0
13057,1360-RCYRT,23,30.35,678.75,0
13058,2724-FJDYW,39,54.85,2191.7,0
13059,4451-RWASJ,15,19.5,239.75,0
13060,6646-VRFOL,53,103.85,5485.5,1
13061,3460-TJBWI,24,24.2,609.05,0
13062,5917-HBSDW,37,19.35,683.75,0
13063,5685-IIXLY,5,83.6,404.2,1
13064,5671-UUNXD,50,100.65,5189.75,0
13065,0956-ACVZC,54,94.1,5060.9,0
13066,2325-NBPZG,3,74.55,233.65,0
13067,4250-ZBWLV,68,108.45,7176.55,1
13068,4482-FTFFX,5,56.15,291.45,0
13069,8859-DZTGQ,33,20.35,689.75,0
13070,0440-MOGPM,41,80.55,3263.9,0
13071,0020-JDNXP,34,61.25,1993.2,0
13072,3752-CQSJI,13,20.45,254.5,0
13073,5095-AESKG,3,91.5,242.95,1
13074,2887-JPYLU,41,45.2,1841.9,0
13075,1871-MOWRM,12,80.85,866.45,1
13076,9714-EDSUC,4,94.9,360.55,0
13077,5025-GOOKI,20,18.9,347.65,0
13078,4698-KVLLG,51,19.6,967.9,0
13079,4770-QAZXN,13,19.45,232.1,0
13080,4896-CPRPF,35,25.45,809.25,0
13081,7353-YOWFP,7,20.25,129.15,0
13082,1555-DJEQW,70,114.2,7723.9,1
13083,5649-TJHOV,27,36.5,1032.0,1
13084,0519-XUZJU,1,70.75,70.75,1
13085,3363-EWLGO,5,19.95,109.6,0
13086,4750-UKWJK,37,19.6,727.8,0
13087,6338-AVWCY,3,40.15,130.75,1
13088,1689-YQBYY,12,76.6,893.0,0
13089,4487-ZYJZK,38,19.6,763.1,0
13090,2959-FENLU,9,85.3,781.4,0
13091,0708-LGSMF,13,65.85,902.25,0
13092,9253-QXKBE,29,94.45,2653.65,1
13093,7634-HLQJR,47,20.05,1016.7,0
13094,0487-RPVUM,61,99.4,5943.65,0
13095,4079-ULGFR,16,20.0,275.7,0
13096,2516-XSJKX,41,78.45,3126.45,0
13097,8757-TFHHJ,1,49.8,49.8,0
13098,4523-WXCEF,59,101.1,6039.9,1
13099,5331-RGMTT,54,99.05,5295.7,0
13100,0057-QBUQH,43,25.1,1070.15,0
13101,9445-SZLCH,36,97.35,3457.9,1
13102,6599-SFQVE,6,55.0,340.4,0
13103,8331-ZXFOE,58,71.1,4299.2,0
13104,4003-FUSHP,19,61.55,1093.2,0
13105,0356-ERHVT,11,45.9,521.9,0
13106,7325-ENZFI,39,40.3,1630.4,0
13107,4884-ZTHVF,8,87.1,713.6,0
13108,3920-HIHMQ,26,49.5,1265.65,0
13109,3055-OYMSE,53,73.8,4003.85,0
13110,0613-WUXUM,70,19.2,1401.4,0
13111,7568-PODML,1,45.3,45.3,1
13112,4458-KVRBJ,59,25.0,1510.5,0
13113,5349-IECLD,2,94.95,178.1,1
13114,1397-XKKWR,7,35.3,264.8,0
13115,3945-GFWQL,12,44.55,480.6,1
13116,8097-OMULG,59,76.75,4541.9,0
13117,6013-BHCAW,61,81.0,4976.15,0
13118,0401-WDBXM,72,105.55,7542.25,0
13119,3387-PLKUI,13,18.8,251.25,0
13120,6096-EGVTU,64,24.9,1595.5,0
13121,3797-VTIDR,1,23.45,23.45,1
13122,5081-NWSUP,10,64.9,685.55,0
13123,2580-ATZSQ,65,61.35,3874.1,0
13124,8085-MSNLK,62,113.95,6891.4,0
13125,9691-HKOVS,55,90.15,4916.95,0
13126,9881-VCZEP,25,54.1,1373.0,0
13127,9526-BIHHD,1,29.7,29.7,1
13128,1468-DEFNC,64,24.4,1548.65,0
13129,5119-KEPFY,36,95.0,3440.25,0
13130,8364-TRMMK,3,50.65,151.3,1
13131,0916-KNFAJ,61,69.9,4226.7,0
13132,8319-QBEHW,26,39.95,1023.75,0
13133,3063-QFSZL,1,55.4,55.4,1
13134,8775-LHDJH,1,90.6,90.6,1
13135,9625-QNLUX,68,103.25,7074.4,0
13136,3097-NQYSN,2,86.85,156.35,1
13137,4024-CSNBY,72,94.25,6849.75,0
13138,7110-BDTWG,71,47.05,3263.6,0
13139,7493-GVFIO,57,20.55,1252.85,0
13140,0690-SRQID,4,19.65,67.55,0
13141,9605-WGJVW,1,70.2,70.2,0
13142,9114-DPSIA,72,81.0,5750.0,0
13143,4700-UBQMV,21,75.9,1549.75,0
13144,7711-GQBZC,71,24.7,1810.55,0
13145,3565-UNOCC,29,99.05,2952.85,1
13146,4627-MIHJH,69,110.25,7467.55,0
13147,9795-NREXC,64,85.0,5484.4,0
13148,8573-CGOCC,16,19.75,294.9,0
13149,7356-AYNJP,4,23.9,97.5,0
13150,9249-FXSCK,52,111.25,5916.45,1
13151,5493-SDRDQ,2,55.1,113.35,1
13152,4819-HJPIW,18,25.15,476.8,0
13153,8654-DHAOW,2,54.15,101.65,0
13154,6286-SUUWT,1,19.95,19.95,0
13155,5438-QMDDL,19,59.8,1130.85,0
13156,9812-GHVRI,40,83.85,3532.25,0
13157,5553-AOINX,66,104.9,6891.45,0
13158,1228-ZLNBX,21,75.3,1570.7,0
13159,4226-KKDON,8,66.65,520.95,0
13160,3831-YCPUO,72,109.5,7854.9,0
13161,7445-WMRBW,48,73.85,3581.4,0
13162,3308-DGHKL,69,19.3,1447.9,0
13163,9924-JPRMC,72,118.2,8547.15,0
13164,0080-EMYVY,14,51.45,727.85,0
13165,6218-KNUBD,6,59.45,357.6,0
13166,7337-CINUD,8,19.5,159.35,0
13167,7609-NRNCA,17,19.55,280.85,0
13168,0623-EJQEG,65,93.55,6069.25,0
13169,7153-CHRBV,57,59.3,3274.35,0
13170,0871-URUWO,13,102.25,1359.0,1
13171,9190-MFJLN,19,95.9,1777.9,1
13172,6198-PNNSZ,56,109.8,6109.65,0
13173,3317-VLGQT,14,78.1,1122.4,0
13174,4132-POCZS,52,39.9,2020.9,0
13175,5614-DNZCE,58,64.9,3795.45,0
13176,1095-JUDTC,47,95.05,4504.55,1
13177,3896-RCYYE,67,53.4,3579.15,0
13178,9638-JIQYA,2,24.9,49.7,0
13179,3258-SANFR,6,44.7,276.5,0
13180,3726-TBHQT,71,114.0,8175.9,0
13181,0644-OQMDK,4,70.65,293.85,0
13182,3190-ITQXP,46,20.25,890.35,0
13183,0870-VEMYL,5,53.85,259.8,1
13184,4833-QTJNO,67,83.85,5588.8,0
13185,3039-MJSLN,3,20.2,50.6,0
13186,0178-CIIKR,3,19.95,58.0,0
13187,5385-SUIRI,52,104.2,5568.35,1
13188,3982-XWFZQ,42,50.25,2203.65,1
13189,5774-QPLTF,50,20.35,938.95,0
13190,2322-VCZHZ,23,90.0,2024.1,0
13191,5010-IPEAQ,67,54.2,3623.95,0
13192,4009-ALQFH,25,99.5,2369.05,1
13193,6383-ZTSIW,39,99.1,3877.95,0
13194,8990-YOZLV,69,66.9,4577.9,0
13195,3069-SSVSN,1,25.85,25.85,0
13196,5222-IMUKT,32,91.05,2871.5,0
13197,3627-FCRDW,9,71.0,672.55,1
13198,7562-GSUHK,16,93.2,1573.7,1
13199,6685-XSHHU,60,20.95,1270.55,0
13200,8901-UPRHR,72,109.2,7711.45,0
13201,4903-UYAVB,5,19.35,126.05,1
13202,0118-JPNOY,26,85.8,2193.65,0
13203,0725-CXOTM,36,89.65,3348.1,0
13204,4343-EJVQB,7,74.35,533.6,0
13205,9000-PLFUZ,60,49.45,2907.55,0
13206,3427-GGZZI,19,89.1,1620.8,0
13207,7779-ORAEL,45,75.15,3480.35,0
13208,6776-TLWOI,3,19.85,64.55,1
13209,3845-FXCYS,2,19.65,31.2,0
13210,5857-XRECV,2,20.5,38.25,0
13211,4077-CROMM,31,104.2,3243.45,1
13212,3154-CFSZG,47,90.05,4137.2,0
13213,2868-MZAGQ,1,79.25,79.25,1
13214,4847-QNOKA,1,44.9,44.9,1
13215,2220-IAHLS,1,19.4,19.4,0
13216,1658-XUHBX,59,88.75,5348.65,0
13217,6379-RXJRQ,10,70.1,659.65,1
13218,2378-HTWFW,35,91.0,3180.5,0
13219,8650-RHRKE,4,29.65,118.5,1
13220,4377-VDHYI,32,90.8,3023.85,0
13221,0475-RIJEP,43,77.85,3365.85,1
13222,1260-TTRXI,4,54.3,195.3,1
13223,3719-TDVQB,54,18.95,1031.1,0
13224,6328-ZPBGN,11,95.15,997.65,1
13225,0201-MIBOL,66,102.4,6471.85,0
13226,4937-QPZPO,61,99.9,6241.35,0
13227,2925-VDZHY,72,88.7,6501.35,0
13228,6981-TDRFT,44,54.3,2317.1,0
13229,3413-CSSTH,41,55.7,2237.55,0
13230,8033-VCZGH,50,103.95,5231.3,0
13231,4789-KWMXN,47,110.85,5275.8,1
13232,8878-HMWBV,3,49.15,169.05,1
13233,8265-HKSOW,72,107.45,7658.3,0
13234,3544-FBCAS,72,83.6,5959.3,0
13235,0224-NIJLP,8,20.15,165.5,0
13236,7542-CYDDM,18,20.05,358.5,0
13237,4718-WXBGI,72,91.95,6614.9,0
13238,2867-UIMSS,1,80.5,80.5,1
13239,8495-PRWFH,42,55.65,2421.75,0
13240,0439-IFYUN,18,74.7,1294.6,0
13241,5716-LIBJC,13,104.15,1299.1,0
13242,2868-LLSKM,68,83.65,5733.4,0
13243,8111-RKSPX,4,72.2,305.55,1
13244,2988-QRAJY,69,110.05,7430.75,0
13245,1585-MQSSU,17,51.5,900.5,1
13246,0071-NDAFP,25,25.5,630.6,0
13247,2856-NNASM,43,89.55,3856.75,1
13248,7328-ZJAJO,59,19.5,1222.65,0
13249,6458-CYIDZ,5,80.7,374.8,0
13250,8559-CIZFV,21,77.5,1625.0,1
13251,1090-PYKCI,69,105.1,7234.8,0
13252,3058-WQDRE,13,25.15,331.85,0
13253,7547-EKNFS,42,95.25,3959.35,1
13254,2279-AXJJK,52,95.65,5088.4,0
13255,6769-DYBQN,46,85.0,3969.4,1
13256,0909-SELIE,61,80.8,4860.85,0
13257,3417-TSCIC,29,24.85,788.05,0
13258,1042-HFUCW,25,54.75,1266.35,0
13259,4439-JMPMT,5,85.75,470.95,1
13260,6537-OTKMY,15,50.75,688.2,0
13261,2446-BEGGB,6,98.25,560.6,1
13262,7162-WPHPM,58,71.6,4230.25,0
13263,8999-EXMNO,19,20.15,387.7,0
13264,6725-TPKJO,44,20.05,845.25,0
13265,1599-MMYRQ,62,81.45,4983.05,0
13266,8821-KVZKQ,70,58.4,4113.15,0
13267,1496-GGSUK,1,25.7,25.7,1
13268,6434-TTGJP,10,53.7,521.0,0
13269,0042-JVWOJ,26,19.6,471.85,0
13270,0130-SXOUN,66,89.4,5976.9,0
13271,2575-GFSOE,7,69.0,506.9,1
13272,2330-PQGDQ,51,84.2,4299.75,0
13273,1452-UZOSF,72,106.1,7548.6,0
13274,2097-YVPKN,65,25.75,1654.75,0
13275,2842-JTCCU,2,46.05,80.35,1
13276,8597-CTXVJ,70,64.95,4551.5,0
13277,6631-HMANX,72,85.45,6227.5,0
13278,9962-BFPDU,1,20.05,20.05,0
13279,3296-SILRA,1,76.4,76.4,1
13280,9681-OXGVC,5,100.5,514.0,1
13281,6394-HHHZM,3,20.7,57.5,0
13282,5995-LFTLE,58,25.3,1474.35,0
13283,5180-UCIIQ,22,40.05,880.2,1
